N,Optimal/Feasible,Time,Risk,Marginal
1,Optimal,0.00,0
2,Optimal,0.02,0,=D3 - D2
3,Optimal,0.00,0,=D4 - D3
4,Optimal,0.03,0,=D5 - D4
5,Optimal,0.02,0,=D6 - D5
6,Optimal,0.02,0,=D7 - D6
7,Optimal,0.09,0,=D8 - D7
8,Optimal,0.00,0,=D9 - D8
9,Optimal,0.02,0,=D10 - D9
10,Optimal,0.00,0,=D11 - D10
11,Optimal,0.02,0,=D12 - D11
12,Optimal,0.02,0,=D13 - D12
13,Optimal,0.03,0,=D14 - D13
14,Optimal,0.08,0,=D15 - D14
15,Optimal,0.03,0,=D16 - D15
16,Optimal,0.03,0,=D17 - D16
17,Optimal,0.00,0,=D18 - D17
18,Optimal,0.02,0,=D19 - D18
19,Optimal,0.05,0,=D20 - D19
20,Optimal,0.03,0,=D21 - D20
21,Optimal,0.03,0,=D22 - D21
22,Optimal,0.06,0,=D23 - D22
23,Optimal,0.06,0,=D24 - D23
24,Optimal,0.05,0,=D25 - D24
25,Optimal,9.20,180,=D26 - D25
26,Optimal,38.78,360,=D27 - D26
27,Optimal,37.38,540,=D28 - D27
28,Optimal,17.33,720,=D29 - D28
29,Optimal,10.72,900,=D30 - D29
30,Optimal,9.44,1080,=D31 - D30
31,Optimal,12.81,1260,=D32 - D31
32,Optimal,17.42,1440,=D33 - D32
33,Optimal,30.88,1620,=D34 - D33
34,Optimal,24.27,1800,=D35 - D34
35,Optimal,13.55,2160,=D36 - D35
36,Optimal,99.84,2520,=D37 - D36
37,Optimal,386.94,2880,=D38 - D37
38,Optimal,57.47,3240,=D39 - D38
39,Optimal,205.70,3600,=D40 - D39
40,Optimal,99.28,3960,=D41 - D40
41,Optimal,48.25,4320,=D42 - D41
42,Optimal,33.14,4680,=D43 - D42
43,Optimal,47.84,5040,=D44 - D43
44,Optimal,50.39,5400,=D45 - D44
45,Optimal,31.78,5760,=D46 - D45
46,Optimal,29.41,6120,=D47 - D46
47,Optimal,16.92,6660,=D48 - D47
48,Optimal,57.41,7380,=D49 - D48
49,Optimal,9.81,8100,=D50 - D49
50,Optimal,53.34,8820,=D51 - D50
51,Optimal,37.50,9540,=D52 - D51
52,Optimal,25.19,10260,=D53 - D52
53,Optimal,100.17,10980,=D54 - D53
54,Optimal,56.56,11700,=D55 - D54
55,Optimal,134.80,12420,=D56 - D55
56,Optimal,15.33,13140,=D57 - D56
57,Optimal,0.06,14040,=D58 - D57
58,Optimal,0.08,14940,=D59 - D58
59,Optimal,0.08,15840,=D60 - D59
60,Optimal,0.08,16740,=D61 - D60
61,Optimal,0.08,17640,=D62 - D61
62,Optimal,0.02,18540,=D63 - D62
63,Optimal,0.02,19440,=D64 - D63
64,Optimal,0.03,20340,=D65 - D64
65,Optimal,0.00,21240,=D66 - D65
