N,Optimal/Feasible,Time,Risk,Marginal
1,Optimal,0.00,0
2,Optimal,0.03,0,=D3 - D2
3,Optimal,0.05,0,=D4 - D3
4,Optimal,0.11,0,=D5 - D4
5,Optimal,0.08,0,=D6 - D5
6,Optimal,0.09,0,=D7 - D6
7,Optimal,0.06,0,=D8 - D7
8,Optimal,0.08,0,=D9 - D8
9,Optimal,0.11,0,=D10 - D9
10,Optimal,0.08,0,=D11 - D10
11,Optimal,0.11,0,=D12 - D11
12,Optimal,0.06,0,=D13 - D12
13,Optimal,0.05,0,=D14 - D13
14,Optimal,0.03,0,=D15 - D14
15,Optimal,0.06,0,=D16 - D15
16,Optimal,0.03,0,=D17 - D16
17,Optimal,0.03,0,=D18 - D17
18,Optimal,0.03,0,=D19 - D18
19,Optimal,0.03,0,=D20 - D19
20,Optimal,0.03,0,=D21 - D20
21,Optimal,0.08,0,=D22 - D21
22,Optimal,0.09,0,=D23 - D22
23,Optimal,0.03,0,=D24 - D23
24,Optimal,0.11,0,=D25 - D24
25,Optimal,0.09,0,=D26 - D25
26,Optimal,0.03,0,=D27 - D26
27,Optimal,0.09,0,=D28 - D27
28,Optimal,0.03,0,=D29 - D28
29,Optimal,0.09,0,=D30 - D29
30,Optimal,0.03,0,=D31 - D30
31,Optimal,0.08,0,=D32 - D31
32,Optimal,0.03,0,=D33 - D32
33,Optimal,0.06,0,=D34 - D33
34,Optimal,0.05,0,=D35 - D34
35,Optimal,0.02,0,=D36 - D35
36,Optimal,0.06,0,=D37 - D36
37,Optimal,219.06,180,=D38 - D37
38,Optimal,147.16,360,=D39 - D38
39,Optimal,211.78,540,=D40 - D39
40,Optimal,174.75,720,=D41 - D40
41,Optimal,91.16,900,=D42 - D41
42,Optimal,62.14,1080,=D43 - D42
43,Optimal,154.27,1260,=D44 - D43
44,Optimal,49.59,1440,=D45 - D44
45,Optimal,37.17,1620,=D46 - D45
46,Optimal,81.58,1800,=D47 - D46
47,Optimal,115.25,1980,=D48 - D47
48,Optimal,52.19,2160,=D49 - D48
49,Optimal,55.38,2340,=D50 - D49
50,Optimal,15.48,2520,=D51 - D50
51,Optimal,34.91,2700,=D52 - D51
52,Optimal,11.55,3060,=D53 - D52
53,Optimal,10.38,3240,=D54 - D53
54,Optimal,8.47,3600,=D55 - D54
55,Optimal,10.08,3960,=D56 - D55
56,Optimal,11.05,4320,=D57 - D56
57,Optimal,13.42,4680,=D58 - D57
58,Optimal,14.59,5040,=D59 - D58
59,Optimal,9.77,5400,=D60 - D59
60,Optimal,18.09,5760,=D61 - D60
61,Optimal,8.75,6120,=D62 - D61
62,Optimal,8.22,6480,=D63 - D62
63,Optimal,18.56,6840,=D64 - D63
64,Optimal,11.03,7200,=D65 - D64
65,Optimal,10.97,7560,=D66 - D65
66,Optimal,9.33,7920,=D67 - D66
67,Optimal,8.34,8280,=D68 - D67
68,Optimal,76.72,8640,=D69 - D68
69,Optimal,37.00,9180,=D70 - D69
70,Optimal,47.48,9720,=D71 - D70
71,Optimal,31.81,10260,=D72 - D71
72,Optimal,22.11,10800,=D73 - D72
73,Optimal,55.39,11520,=D74 - D73
74,Optimal,22.27,12240,=D75 - D74
75,Optimal,26.19,12960,=D76 - D75
76,Optimal,23.11,13680,=D77 - D76
77,Optimal,22.25,14400,=D78 - D77
78,Optimal,38.11,15120,=D79 - D78
79,Optimal,81.73,15840,=D80 - D79
80,Optimal,28.36,16560,=D81 - D80
81,Optimal,5.50,17280,=D82 - D81
82,Optimal,11.58,18000,=D83 - D82
83,Optimal,8.67,18720,=D84 - D83
84,Optimal,13.13,19440,=D85 - D84
85,Optimal,8.88,20160,=D86 - D85
86,Optimal,9.94,20880,=D87 - D86
87,Optimal,7.72,21600,=D88 - D87
88,Optimal,7.41,22320,=D89 - D88
89,Optimal,21.56,23040,=D90 - D89
90,Optimal,9.86,23760,=D91 - D90
91,Optimal,7.63,24480,=D92 - D91
92,Optimal,15.86,25200,=D93 - D92
93,Optimal,12.72,25920,=D94 - D93
94,Optimal,15.14,26640,=D95 - D94
95,Optimal,12.00,27360,=D96 - D95
96,Optimal,25.81,28080,=D97 - D96
97,Optimal,6.48,28980,=D98 - D97
98,Optimal,16.69,29880,=D99 - D98
99,Optimal,5.78,30780,=D100 - D99
100,Optimal,5.89,32040,=D101 - D100
101,Optimal,9.14,33300,=D102 - D101
102,Optimal,5.39,34560,=D103 - D102
103,Optimal,8.89,35820,=D104 - D103
104,Optimal,20.31,37080,=D105 - D104
105,Optimal,44.20,38340,=D106 - D105
106,Optimal,57.66,39600,=D107 - D106
107,Optimal,33.48,40860,=D108 - D107
108,Optimal,30.36,42120,=D109 - D108
109,Optimal,12.84,43380,=D110 - D109
110,Optimal,22.09,44640,=D111 - D110
111,Optimal,19.02,45900,=D112 - D111
112,Optimal,6.14,47160,=D113 - D112
113,Optimal,6.97,48600,=D114 - D113
114,Optimal,7.97,50040,=D115 - D114
115,Optimal,9.53,51480,=D116 - D115
116,Optimal,0.11,52920,=D117 - D116
117,Optimal,0.03,54360,=D118 - D117
118,Optimal,0.03,55800,=D119 - D118
119,Optimal,0.05,57240,=D120 - D119
120,Optimal,0.09,58680,=D121 - D120
121,Optimal,0.03,60120,=D122 - D121
122,Optimal,0.08,61560,=D123 - D122
123,Optimal,0.02,63000,=D124 - D123
