N,Optimal/Feasible,Time,Risk,Marginal
1,Optimal,0.00,0
2,Optimal,0.02,0,=D3 - D2
3,Optimal,0.03,0,=D4 - D3
4,Optimal,0.09,0,=D5 - D4
5,Optimal,0.00,0,=D6 - D5
6,Optimal,0.00,0,=D7 - D6
7,Optimal,0.02,0,=D8 - D7
8,Optimal,0.03,0,=D9 - D8
9,Optimal,0.02,0,=D10 - D9
10,Optimal,0.02,0,=D11 - D10
11,Optimal,0.02,0,=D12 - D11
12,Optimal,0.00,0,=D13 - D12
13,Optimal,0.02,0,=D14 - D13
14,Optimal,0.02,0,=D15 - D14
15,Optimal,0.02,0,=D16 - D15
16,Optimal,0.02,0,=D17 - D16
17,Optimal,0.02,0,=D18 - D17
18,Optimal,0.00,0,=D19 - D18
19,Optimal,0.36,180,=D20 - D19
20,Optimal,2.63,360,=D21 - D20
21,Optimal,0.88,540,=D22 - D21
22,Optimal,1.42,720,=D23 - D22
23,Optimal,1.39,900,=D24 - D23
24,Optimal,1.06,1080,=D25 - D24
25,Optimal,1.63,1260,=D26 - D25
26,Optimal,1.48,1440,=D27 - D26
27,Optimal,1.52,1620,=D28 - D27
28,Optimal,1.28,1800,=D29 - D28
29,Optimal,1.95,1980,=D30 - D29
30,Optimal,1.66,2340,=D31 - D30
31,Optimal,2.14,2700,=D32 - D31
32,Optimal,1.67,3060,=D33 - D32
33,Optimal,2.08,3420,=D34 - D33
34,Optimal,2.06,3780,=D35 - D34
35,Optimal,2.11,4140,=D36 - D35
36,Optimal,2.92,4500,=D37 - D36
37,Optimal,3.08,5040,=D38 - D37
38,Optimal,2.69,5580,=D39 - D38
39,Optimal,3.27,6120,=D40 - D39
40,Optimal,3.09,6840,=D41 - D40
41,Optimal,2.84,7560,=D42 - D41
42,Optimal,3.03,8280,=D43 - D42
43,Optimal,3.77,9000,=D44 - D43
44,Optimal,2.14,9720,=D45 - D44
45,Optimal,1.84,10440,=D46 - D45
46,Optimal,2.41,11160,=D47 - D46
47,Optimal,2.59,11880,=D48 - D47
48,Optimal,1.63,12600,=D49 - D48
49,Optimal,2.08,13320,=D50 - D49
50,Optimal,0.78,14040,=D51 - D50
51,Optimal,0.41,14760,=D52 - D51
52,Optimal,0.39,15480,=D53 - D52
53,Optimal,0.61,16200,=D54 - D53
54,Optimal,0.45,16920,=D55 - D54
55,Optimal,0.45,18000,=D56 - D55
56,Optimal,0.41,19260,=D57 - D56
57,Optimal,0.83,20520,=D58 - D57
58,Optimal,1.36,21780,=D59 - D58
59,Optimal,2.34,23040,=D60 - D59
60,Optimal,0.48,24300,=D61 - D60
61,Optimal,0.91,25560,=D62 - D61
62,Optimal,0.42,26820,=D63 - D62
63,Optimal,0.08,28260,=D64 - D63
64,Optimal,0.02,29700,=D65 - D64
65,Optimal,0.08,31140,=D66 - D65
66,Optimal,0.08,32580,=D67 - D66
67,Optimal,0.03,34020,=D68 - D67
68,Optimal,0.02,35460,=D69 - D68
69,Optimal,0.02,36900,=D70 - D69
