N,Optimal/Feasible,Time,Risk,Marginal
1,Optimal,0.00,0
2,Optimal,0.03,0,=D3 - D2
3,Optimal,0.02,0,=D4 - D3
4,Optimal,0.00,0,=D5 - D4
5,Optimal,0.00,0,=D6 - D5
6,Optimal,0.09,0,=D7 - D6
7,Optimal,0.02,0,=D8 - D7
8,Optimal,0.00,0,=D9 - D8
9,Optimal,0.02,0,=D10 - D9
10,Optimal,0.02,0,=D11 - D10
11,Optimal,0.02,0,=D12 - D11
12,Optimal,0.03,0,=D13 - D12
13,Optimal,0.09,0,=D14 - D13
14,Optimal,0.05,0,=D15 - D14
15,Optimal,0.06,0,=D16 - D15
16,Optimal,0.08,0,=D17 - D16
17,Optimal,0.03,0,=D18 - D17
18,Optimal,0.05,0,=D19 - D18
19,Optimal,0.02,0,=D20 - D19
20,Optimal,0.02,0,=D21 - D20
21,Optimal,0.02,0,=D22 - D21
22,Optimal,0.02,0,=D23 - D22
23,Optimal,0.02,0,=D24 - D23
24,Optimal,0.05,0,=D25 - D24
25,Optimal,0.83,180,=D26 - D25
26,Optimal,273.63,360,=D27 - D26
27,Optimal,115.75,540,=D28 - D27
28,Optimal,30.80,720,=D29 - D28
29,Optimal,92.31,900,=D30 - D29
30,Optimal,62.70,1080,=D31 - D30
31,Optimal,22.42,1260,=D32 - D31
32,Optimal,15.05,1440,=D33 - D32
33,Optimal,13.98,1620,=D34 - D33
34,Optimal,17.17,1800,=D35 - D34
35,Optimal,12.73,1980,=D36 - D35
36,Optimal,15.42,2160,=D37 - D36
37,Optimal,12.89,2340,=D38 - D37
38,Optimal,17.64,2520,=D39 - D38
39,Optimal,21.19,2700,=D40 - D39
40,Optimal,18.86,2880,=D41 - D40
41,Optimal,20.08,3060,=D42 - D41
42,Optimal,14.98,3240,=D43 - D42
43,Optimal,6.38,3420,=D44 - D43
44,Optimal,3.25,3600,=D45 - D44
45,Optimal,4.63,3780,=D46 - D45
46,Optimal,5.22,3960,=D47 - D46
47,Optimal,6.09,4140,=D48 - D47
48,Optimal,3.11,4320,=D49 - D48
49,Optimal,4.67,4680,=D50 - D49
50,Optimal,3.42,5040,=D51 - D50
51,Optimal,7.64,5580,=D52 - D51
52,Optimal,6.38,6120,=D53 - D52
53,Optimal,8.59,6660,=D54 - D53
54,Optimal,6.39,7200,=D55 - D54
55,Optimal,5.73,7740,=D56 - D55
56,Optimal,7.69,8280,=D57 - D56
57,Optimal,6.94,8820,=D58 - D57
58,Optimal,7.33,9360,=D59 - D58
59,Optimal,7.78,9900,=D60 - D59
60,Optimal,10.25,10440,=D61 - D60
61,Optimal,9.27,10980,=D62 - D61
62,Optimal,8.48,11700,=D63 - D62
63,Optimal,5.22,12420,=D64 - D63
64,Optimal,5.17,13140,=D65 - D64
65,Optimal,4.72,13860,=D66 - D65
66,Optimal,4.94,14580,=D67 - D66
67,Optimal,5.67,15300,=D68 - D67
68,Optimal,7.75,16020,=D69 - D68
69,Optimal,4.77,16740,=D70 - D69
70,Optimal,4.11,17460,=D71 - D70
71,Optimal,4.94,18180,=D72 - D71
72,Optimal,3.09,19080,=D73 - D72
73,Optimal,3.34,19980,=D74 - D73
74,Optimal,4.50,20880,=D75 - D74
75,Optimal,3.34,21780,=D76 - D75
76,Optimal,5.92,22680,=D77 - D76
77,Optimal,3.25,23760,=D78 - D77
78,Optimal,4.89,24660,=D79 - D78
79,Optimal,3.75,25740,=D80 - D79
80,Optimal,7.36,26640,=D81 - D80
81,Optimal,4.92,27720,=D82 - D81
82,Optimal,1.77,28620,=D83 - D82
83,Optimal,1.48,29700,=D84 - D83
84,Optimal,2.81,30600,=D85 - D84
85,Optimal,1.06,31680,=D86 - D85
86,Optimal,1.44,32580,=D87 - D86
87,Optimal,1.19,33660,=D88 - D87
88,Optimal,0.83,34560,=D89 - D88
89,Optimal,1.30,35640,=D90 - D89
90,Optimal,0.30,36720,=D91 - D90
91,Optimal,0.77,37800,=D92 - D91
92,Optimal,0.06,38880,=D93 - D92
93,Optimal,0.06,40320,=D94 - D93
94,Optimal,0.05,41760,=D95 - D94
95,Optimal,0.06,43380,=D96 - D95
96,Optimal,0.05,45000,=D97 - D96
97,Optimal,0.05,46620,=D98 - D97
98,Optimal,0.08,48240,=D99 - D98
99,Optimal,0.03,49860,=D100 - D99
100,Optimal,0.06,51480,=D101 - D100
101,Optimal,0.05,53280,=D102 - D101
102,Optimal,0.03,55080,=D103 - D102
103,Optimal,0.08,57060,=D104 - D103
104,Optimal,0.06,59040,=D105 - D104
105,Optimal,0.05,61020,=D106 - D105
106,Optimal,0.05,63000,=D107 - D106
107,Optimal,0.06,64980,=D108 - D107
108,Optimal,0.02,66960,=D109 - D108
109,Optimal,0.08,68940,=D110 - D109
110,Optimal,0.02,70920,=D111 - D110
