N,Optimal/Feasible,Time,Risk,Marginal
1,Optimal,0.02,0
2,Optimal,0.11,0,=D3 - D2
3,Optimal,0.05,0,=D4 - D3
4,Optimal,0.11,0,=D5 - D4
5,Optimal,0.11,0,=D6 - D5
6,Optimal,0.02,0,=D7 - D6
7,Optimal,0.05,0,=D8 - D7
8,Optimal,0.05,0,=D9 - D8
9,Optimal,0.05,0,=D10 - D9
10,Optimal,0.03,0,=D11 - D10
11,Optimal,0.08,0,=D12 - D11
12,Optimal,0.03,0,=D13 - D12
13,Optimal,0.03,0,=D14 - D13
14,Optimal,0.03,0,=D15 - D14
15,Optimal,0.05,0,=D16 - D15
16,Optimal,0.03,0,=D17 - D16
17,Optimal,0.09,0,=D18 - D17
18,Optimal,0.05,0,=D19 - D18
19,Optimal,0.05,0,=D20 - D19
20,Optimal,0.03,0,=D21 - D20
21,Optimal,0.00,0,=D22 - D21
22,Optimal,0.08,0,=D23 - D22
23,Optimal,0.06,0,=D24 - D23
24,Optimal,0.08,0,=D25 - D24
25,Optimal,0.08,0,=D26 - D25
26,Optimal,0.06,0,=D27 - D26
27,Optimal,0.09,0,=D28 - D27
28,Optimal,0.09,0,=D29 - D28
29,Optimal,3.11,180,=D30 - D29
30,Feasible,21600.25,360,=D31 - D30
31,Feasible,21600.38,540,=D32 - D31
32,Feasible,21600.36,720,=D33 - D32
33,Feasible,21600.17,900,=D34 - D33
34,Feasible,21600.16,1080,=D35 - D34
35,Optimal,5463.20,1260,=D36 - D35
36,Optimal,3563.66,1440,=D37 - D36
37,Feasible,21600.17,1620,=D38 - D37
38,Optimal,1236.19,1800,=D39 - D38
39,Optimal,1995.00,1980,=D40 - D39
40,Optimal,111.75,2160,=D41 - D40
41,Optimal,97.13,2340,=D42 - D41
42,Optimal,110.36,2520,=D43 - D42
43,Optimal,113.44,2700,=D44 - D43
44,Optimal,101.38,2880,=D45 - D44
45,Optimal,94.05,3060,=D46 - D45
46,Optimal,25.58,3240,=D47 - D46
47,Optimal,119.22,3420,=D48 - D47
48,Optimal,42.84,3600,=D49 - D48
49,Optimal,21.17,3780,=D50 - D49
50,Optimal,24.84,3960,=D51 - D50
51,Optimal,190.95,4140,=D52 - D51
52,Optimal,20.73,4320,=D53 - D52
53,Optimal,22.42,4500,=D54 - D53
54,Optimal,22.47,4680,=D55 - D54
55,Optimal,27.77,4860,=D56 - D55
56,Optimal,24.92,5040,=D57 - D56
57,Optimal,36.31,5400,=D58 - D57
58,Optimal,51.61,5760,=D59 - D58
59,Optimal,30.06,6120,=D60 - D59
60,Optimal,69.52,6480,=D61 - D60
61,Optimal,44.73,6840,=D62 - D61
62,Optimal,30.70,7200,=D63 - D62
63,Optimal,21.81,7560,=D64 - D63
64,Optimal,26.20,7920,=D65 - D64
65,Optimal,33.39,8280,=D66 - D65
66,Optimal,29.44,8640,=D67 - D66
67,Optimal,30.52,9000,=D68 - D67
68,Optimal,40.97,9360,=D69 - D68
69,Optimal,27.89,9720,=D70 - D69
70,Optimal,26.95,10080,=D71 - D70
71,Optimal,21.44,10440,=D72 - D71
72,Optimal,19.28,10980,=D73 - D72
73,Optimal,21.77,11520,=D74 - D73
74,Optimal,20.31,12060,=D75 - D74
75,Optimal,29.05,12600,=D76 - D75
76,Optimal,26.98,13140,=D77 - D76
77,Optimal,17.80,13680,=D78 - D77
78,Optimal,25.64,14220,=D79 - D78
79,Optimal,27.69,14760,=D80 - D79
80,Optimal,27.98,15300,=D81 - D80
81,Optimal,24.42,15840,=D82 - D81
82,Optimal,21.86,16380,=D83 - D82
