N,Optimal/Feasible,Time,Risk,Marginal
1,Optimal,0.00,0
2,Optimal,0.00,0,=D3 - D2
3,Optimal,0.02,0,=D4 - D3
4,Optimal,0.02,0,=D5 - D4
5,Optimal,0.03,0,=D6 - D5
6,Optimal,0.00,0,=D7 - D6
7,Optimal,0.02,0,=D8 - D7
8,Optimal,0.02,0,=D9 - D8
9,Optimal,0.00,0,=D10 - D9
10,Optimal,0.02,0,=D11 - D10
11,Optimal,0.06,0,=D12 - D11
12,Optimal,0.00,0,=D13 - D12
13,Optimal,0.02,0,=D14 - D13
14,Optimal,0.02,0,=D15 - D14
15,Optimal,0.02,0,=D16 - D15
16,Optimal,0.00,0,=D17 - D16
17,Optimal,0.00,0,=D18 - D17
18,Optimal,0.00,0,=D19 - D18
19,Optimal,0.00,0,=D20 - D19
20,Optimal,0.03,0,=D21 - D20
21,Optimal,0.27,180,=D22 - D21
22,Optimal,11.27,360,=D23 - D22
23,Optimal,2.91,540,=D24 - D23
24,Optimal,2.92,720,=D25 - D24
25,Optimal,2.66,900,=D26 - D25
26,Optimal,3.86,1080,=D27 - D26
27,Optimal,2.92,1260,=D28 - D27
28,Optimal,1.36,1440,=D29 - D28
29,Optimal,1.69,1620,=D30 - D29
30,Optimal,2.02,1800,=D31 - D30
31,Optimal,1.56,1980,=D32 - D31
32,Optimal,1.33,2160,=D33 - D32
33,Optimal,2.89,2520,=D34 - D33
34,Optimal,1.94,2880,=D35 - D34
35,Optimal,2.52,3240,=D36 - D35
36,Optimal,1.91,3600,=D37 - D36
37,Optimal,3.52,3960,=D38 - D37
38,Optimal,1.92,4320,=D39 - D38
39,Optimal,2.88,4680,=D40 - D39
40,Optimal,1.72,5040,=D41 - D40
41,Optimal,2.70,5580,=D42 - D41
42,Optimal,2.11,6120,=D43 - D42
43,Optimal,4.05,6660,=D44 - D43
44,Optimal,5.63,7380,=D45 - D44
45,Optimal,5.30,8100,=D46 - D45
46,Optimal,3.23,8820,=D47 - D46
47,Optimal,3.17,9540,=D48 - D47
48,Optimal,3.61,10260,=D49 - D48
49,Optimal,3.06,10980,=D50 - D49
50,Optimal,3.08,11700,=D51 - D50
51,Optimal,2.50,12420,=D52 - D51
52,Optimal,2.97,13140,=D53 - D52
53,Optimal,3.34,13860,=D54 - D53
54,Optimal,3.45,14580,=D55 - D54
55,Optimal,1.36,15300,=D56 - D55
56,Optimal,0.91,16020,=D57 - D56
57,Optimal,0.81,16740,=D58 - D57
58,Optimal,0.84,17460,=D59 - D58
59,Optimal,0.41,18180,=D60 - D59
60,Optimal,0.61,19080,=D61 - D60
61,Optimal,0.52,20160,=D62 - D61
62,Optimal,0.56,21420,=D63 - D62
63,Optimal,0.50,22680,=D64 - D63
64,Optimal,0.73,23940,=D65 - D64
65,Optimal,1.05,25200,=D66 - D65
66,Optimal,2.45,26460,=D67 - D66
67,Optimal,1.08,27720,=D68 - D67
68,Optimal,0.59,28980,=D69 - D68
69,Optimal,0.08,30240,=D70 - D69
70,Optimal,0.03,31680,=D71 - D70
71,Optimal,0.05,33120,=D72 - D71
72,Optimal,0.08,34560,=D73 - D72
73,Optimal,0.02,36000,=D74 - D73
74,Optimal,0.08,37440,=D75 - D74
75,Optimal,0.02,38880,=D76 - D75
76,Optimal,0.02,40320,=D77 - D76
