N,Optimal/Feasible,Time,Risk,Marginal
1,Optimal,0.00,0
2,Optimal,0.08,0,=D3 - D2
3,Optimal,0.06,0,=D4 - D3
4,Optimal,0.08,0,=D5 - D4
5,Optimal,0.14,0,=D6 - D5
6,Optimal,0.11,0,=D7 - D6
7,Optimal,0.09,0,=D8 - D7
8,Optimal,0.14,0,=D9 - D8
9,Optimal,0.11,0,=D10 - D9
10,Optimal,0.17,0,=D11 - D10
11,Optimal,0.09,0,=D12 - D11
12,Optimal,0.16,0,=D13 - D12
13,Optimal,0.14,0,=D14 - D13
14,Optimal,0.14,0,=D15 - D14
15,Optimal,0.13,0,=D16 - D15
16,Optimal,0.14,0,=D17 - D16
17,Optimal,0.19,0,=D18 - D17
18,Optimal,0.13,0,=D19 - D18
19,Optimal,0.14,0,=D20 - D19
20,Optimal,0.09,0,=D21 - D20
21,Optimal,0.08,0,=D22 - D21
22,Optimal,0.11,0,=D23 - D22
23,Optimal,0.11,0,=D24 - D23
24,Optimal,0.09,0,=D25 - D24
25,Optimal,0.16,0,=D26 - D25
26,Optimal,0.14,0,=D27 - D26
27,Optimal,0.13,0,=D28 - D27
28,Optimal,0.08,0,=D29 - D28
29,Optimal,0.13,0,=D30 - D29
30,Optimal,0.08,0,=D31 - D30
31,Optimal,0.06,0,=D32 - D31
32,Optimal,0.14,0,=D33 - D32
33,Optimal,0.13,0,=D34 - D33
34,Optimal,0.08,0,=D35 - D34
35,Optimal,0.11,0,=D36 - D35
36,Optimal,0.13,0,=D37 - D36
37,Optimal,1.66,8,=D38 - D37
38,Feasible,21600.19,16,=D39 - D38
39,Feasible,21600.86,24,=D40 - D39
40,Feasible,21600.33,32,=D41 - D40
41,Feasible,21600.22,40,=D42 - D41
42,Feasible,21600.45,48,=D43 - D42
43,Feasible,21600.45,56,=D44 - D43
44,Feasible,21601.61,64,=D45 - D44
45,Feasible,21600.27,72,=D46 - D45
46,Feasible,21600.42,80,=D47 - D46
47,Feasible,21600.73,88,=D48 - D47
48,Feasible,21600.30,96,=D49 - D48
49,Feasible,21600.34,104,=D50 - D49
50,Feasible,21600.27,112,=D51 - D50
51,Feasible,21600.33,120,=D52 - D51
52,Feasible,21606.91,128,=D53 - D52
53,Feasible,21603.70,136,=D54 - D53
54,Feasible,21601.38,144,=D55 - D54
55,Feasible,21600.77,158,=D56 - D55
56,Feasible,21601.48,172,=D57 - D56
57,Feasible,21602.28,186,=D58 - D57
58,Feasible,21602.98,200,=D59 - D58
59,Feasible,21608.86,214,=D60 - D59
60,Feasible,21612.78,228,=D61 - D60
61,Feasible,21608.64,242,=D62 - D61
62,Feasible,21615.00,256,=D63 - D62
63,Optimal,782.42,270,=D64 - D63
64,Optimal,489.48,284,=D65 - D64
65,Optimal,1135.64,298,=D66 - D65
66,Optimal,692.03,314,=D67 - D66
67,Optimal,4766.39,330,=D68 - D67
68,Optimal,4304.52,352,=D69 - D68
69,Feasible,21603.38,374,=D70 - D69
70,Feasible,21604.77,396,=D71 - D70
71,Feasible,21606.14,418,=D72 - D71
72,Feasible,21612.03,440,=D73 - D72
73,Feasible,21605.80,462,=D74 - D73
74,Feasible,21604.23,484,=D75 - D74
75,Feasible,21606.67,506,=D76 - D75
76,Feasible,21604.48,528,=D77 - D76
77,Feasible,21608.80,550,=D78 - D77
78,Feasible,21605.45,572,=D79 - D78
79,Feasible,21602.58,594,=D80 - D79
80,Feasible,21603.89,616,=D81 - D80
81,Feasible,21607.52,638,=D82 - D81
82,Optimal,21469.17,660,=D83 - D82
83,Feasible,21607.36,682,=D84 - D83
84,Feasible,21604.64,706,=D85 - D84
85,Feasible,21602.80,730,=D86 - D85
86,Feasible,21607.23,754,=D87 - D86
87,Feasible,21606.41,778,=D88 - D87
88,Optimal,3916.00,802,=D89 - D88
89,Optimal,7218.19,826,=D90 - D89
90,Feasible,21600.81,850,=D91 - D90
91,Optimal,1229.78,874,=D92 - D91
92,Optimal,2051.89,898,=D93 - D92
93,Optimal,458.22,922,=D94 - D93
94,Optimal,311.91,946,=D95 - D94
95,Optimal,194.17,974,=D96 - D95
96,Optimal,126.89,1002,=D97 - D96
97,Optimal,131.22,1034,=D98 - D97
98,Optimal,119.53,1066,=D99 - D98
99,Optimal,127.70,1112,=D100 - D99
100,Optimal,109.45,1158,=D101 - D100
101,Optimal,132.14,1204,=D102 - D101
102,Optimal,131.28,1250,=D103 - D102
103,Optimal,134.38,1296,=D104 - D103
104,Optimal,115.45,1342,=D105 - D104
105,Optimal,121.33,1388,=D106 - D105
106,Optimal,126.97,1434,=D107 - D106
107,Optimal,130.09,1480,=D108 - D107
108,Optimal,107.81,1526,=D109 - D108
109,Optimal,119.22,1572,=D110 - D109
110,Optimal,101.55,1632,=D111 - D110
111,Optimal,102.02,1692,=D112 - D111
112,Optimal,99.94,1752,=D113 - D112
113,Optimal,95.08,1812,=D114 - D113
114,Optimal,85.00,1872,=D115 - D114
115,Optimal,99.44,1932,=D116 - D115
116,Optimal,109.16,1992,=D117 - D116
117,Optimal,96.48,2052,=D118 - D117
118,Optimal,81.84,2112,=D119 - D118
119,Optimal,76.63,2172,=D120 - D119
120,Optimal,63.45,2232,=D121 - D120
121,Optimal,49.31,2292,=D122 - D121
122,Optimal,41.89,2352,=D123 - D122
123,Optimal,50.70,2490,=D124 - D123
124,Optimal,51.67,2636,=D125 - D124
125,Optimal,53.23,2782,=D126 - D125
126,Optimal,56.67,2928,=D127 - D126
127,Optimal,46.66,3074,=D128 - D127
128,Optimal,55.66,3226,=D129 - D128
129,Optimal,52.25,3394,=D130 - D129
130,Optimal,44.69,3562,=D131 - D130
131,Optimal,44.09,3730,=D132 - D131
132,Optimal,41.56,3898,=D133 - D132
133,Optimal,41.94,4074,=D134 - D133
134,Optimal,44.63,4252,=D135 - D134
135,Optimal,37.53,4438,=D136 - D135
136,Optimal,33.86,4660,=D137 - D136
137,Optimal,30.17,4896,=D138 - D137
138,Optimal,33.50,5144,=D139 - D138
139,Optimal,32.77,5392,=D140 - D139
140,Optimal,30.56,5640,=D141 - D140
141,Optimal,28.52,5888,=D142 - D141
142,Optimal,31.70,6136,=D143 - D142
143,Optimal,28.61,6384,=D144 - D143
144,Optimal,38.13,6668,=D145 - D144
145,Optimal,34.44,6952,=D146 - D145
146,Optimal,34.38,7236,=D147 - D146
147,Optimal,38.05,7528,=D148 - D147
148,Optimal,36.11,7820,=D149 - D148
149,Optimal,42.97,8112,=D150 - D149
150,Optimal,35.05,8404,=D151 - D150
151,Optimal,33.45,8696,=D152 - D151
152,Optimal,34.08,8988,=D153 - D152
153,Optimal,36.38,9280,=D154 - D153
154,Optimal,32.11,9572,=D155 - D154
155,Optimal,35.94,9864,=D156 - D155
156,Optimal,34.09,10156,=D157 - D156
157,Optimal,34.34,10448,=D158 - D157
158,Optimal,31.36,10740,=D159 - D158
159,Optimal,30.69,11032,=D160 - D159
160,Optimal,35.20,11324,=D161 - D160
161,Optimal,43.56,11616,=D162 - D161
162,Optimal,30.78,11908,=D163 - D162
163,Optimal,28.27,12200,=D164 - D163
164,Optimal,28.59,12492,=D165 - D164
165,Optimal,31.02,12784,=D166 - D165
166,Optimal,26.73,13076,=D167 - D166
167,Optimal,24.52,13368,=D168 - D167
168,Optimal,24.95,13666,=D169 - D168
169,Optimal,29.59,13964,=D170 - D169
170,Optimal,21.53,14262,=D171 - D170
171,Optimal,23.45,14576,=D172 - D171
172,Optimal,25.34,14898,=D173 - D172
173,Optimal,26.17,15220,=D174 - D173
174,Optimal,25.95,15542,=D175 - D174
175,Optimal,21.55,15864,=D176 - D175
176,Optimal,24.44,16186,=D177 - D176
177,Optimal,23.08,16508,=D178 - D177
178,Optimal,19.86,16830,=D179 - D178
179,Optimal,19.88,17152,=D180 - D179
180,Optimal,20.84,17474,=D181 - D180
181,Optimal,20.48,17796,=D182 - D181
182,Optimal,19.14,18118,=D183 - D182
183,Optimal,18.14,18440,=D184 - D183
184,Optimal,18.16,18762,=D185 - D184
185,Optimal,15.05,19084,=D186 - D185
186,Optimal,14.94,19406,=D187 - D186
187,Optimal,16.81,19728,=D188 - D187
188,Optimal,17.53,20050,=D189 - D188
189,Optimal,18.41,20372,=D190 - D189
190,Optimal,14.44,20694,=D191 - D190
191,Optimal,15.05,21016,=D192 - D191
192,Optimal,12.17,21338,=D193 - D192
193,Optimal,13.44,21678,=D194 - D193
194,Optimal,11.78,22018,=D195 - D194
195,Optimal,9.61,22358,=D196 - D195
196,Optimal,11.55,22698,=D197 - D196
197,Optimal,9.42,23038,=D198 - D197
198,Optimal,10.19,23378,=D199 - D198
199,Optimal,8.59,23718,=D200 - D199
200,Optimal,9.45,24058,=D201 - D200
201,Optimal,9.47,24398,=D202 - D201
202,Optimal,8.63,24738,=D203 - D202
203,Optimal,7.28,25086,=D204 - D203
204,Optimal,6.75,25434,=D205 - D204
205,Optimal,6.22,25782,=D206 - D205
206,Optimal,5.34,26130,=D207 - D206
207,Optimal,4.42,26478,=D208 - D207
208,Optimal,4.25,26826,=D209 - D208
209,Optimal,4.03,27174,=D210 - D209
210,Optimal,4.30,27522,=D211 - D210
211,Optimal,2.72,27870,=D212 - D211
212,Optimal,2.30,28218,=D213 - D212
213,Optimal,1.91,28574,=D214 - D213
214,Optimal,1.52,28944,=D215 - D214
215,Optimal,1.80,29342,=D216 - D215
216,Optimal,2.28,29740,=D217 - D216
217,Optimal,1.30,30138,=D218 - D217
218,Optimal,2.44,30536,=D219 - D218
219,Optimal,2.59,30934,=D220 - D219
220,Optimal,2.14,31332,=D221 - D220
221,Optimal,2.13,31730,=D222 - D221
222,Optimal,4.63,32128,=D223 - D222
223,Optimal,2.83,32526,=D224 - D223
224,Optimal,0.31,32930,=D225 - D224
225,Optimal,0.38,33342,=D226 - D225
226,Optimal,0.27,33754,=D227 - D226
227,Optimal,0.23,34166,=D228 - D227
228,Optimal,0.27,34578,=D229 - D228
229,Optimal,0.22,34990,=D230 - D229
230,Optimal,0.17,35402,=D231 - D230
231,Optimal,0.23,35814,=D232 - D231
232,Optimal,0.16,36226,=D233 - D232
233,Optimal,0.17,36638,=D234 - D233
234,Optimal,0.05,37050,=D235 - D234
