N,Optimal/Feasible,Time,Risk,Marginal
1,Optimal,0.02,0
2,Optimal,0.11,0,=D3 - D2
3,Optimal,0.05,0,=D4 - D3
4,Optimal,0.06,0,=D5 - D4
5,Optimal,0.08,0,=D6 - D5
6,Optimal,0.02,0,=D7 - D6
7,Optimal,0.09,0,=D8 - D7
8,Optimal,0.05,0,=D9 - D8
9,Optimal,0.05,0,=D10 - D9
10,Optimal,0.11,0,=D11 - D10
11,Optimal,0.03,0,=D12 - D11
12,Optimal,0.05,0,=D13 - D12
13,Optimal,0.02,0,=D14 - D13
14,Optimal,0.03,0,=D15 - D14
15,Optimal,0.05,0,=D16 - D15
16,Optimal,0.11,0,=D17 - D16
17,Optimal,0.03,0,=D18 - D17
18,Optimal,0.05,0,=D19 - D18
19,Optimal,0.08,0,=D20 - D19
20,Optimal,0.06,0,=D21 - D20
21,Optimal,0.05,0,=D22 - D21
22,Optimal,0.08,0,=D23 - D22
23,Optimal,0.11,0,=D24 - D23
24,Optimal,0.11,0,=D25 - D24
25,Optimal,0.13,0,=D26 - D25
26,Optimal,0.08,0,=D27 - D26
27,Optimal,0.03,0,=D28 - D27
28,Optimal,0.09,0,=D29 - D28
29,Optimal,33.05,14,=D30 - D29
30,Feasible,21600.34,28,=D31 - D30
31,Feasible,21600.30,42,=D32 - D31
32,Feasible,21600.14,56,=D33 - D32
33,Feasible,21600.16,70,=D34 - D33
34,Feasible,21600.33,84,=D35 - D34
35,Feasible,21600.27,98,=D36 - D35
36,Feasible,21600.38,112,=D37 - D36
37,Feasible,21600.19,126,=D38 - D37
38,Feasible,21600.19,140,=D39 - D38
39,Feasible,21600.25,154,=D40 - D39
40,Feasible,21600.31,168,=D41 - D40
41,Feasible,21600.30,182,=D42 - D41
42,Feasible,21600.73,196,=D43 - D42
43,Optimal,313.64,218,=D44 - D43
44,Optimal,426.30,240,=D45 - D44
45,Optimal,630.67,262,=D46 - D45
46,Optimal,437.36,284,=D47 - D46
47,Optimal,1066.72,306,=D48 - D47
48,Optimal,1103.53,328,=D49 - D48
49,Optimal,245.59,350,=D50 - D49
50,Optimal,450.47,372,=D51 - D50
51,Optimal,411.52,394,=D52 - D51
52,Optimal,822.94,416,=D53 - D52
53,Optimal,696.25,438,=D54 - D53
54,Optimal,230.33,460,=D55 - D54
55,Optimal,118.33,482,=D56 - D55
56,Optimal,123.91,504,=D57 - D56
57,Optimal,275.61,542,=D58 - D57
58,Optimal,282.83,580,=D59 - D58
59,Optimal,264.98,618,=D60 - D59
60,Optimal,188.47,656,=D61 - D60
61,Optimal,339.27,694,=D62 - D61
62,Optimal,220.56,732,=D63 - D62
63,Optimal,264.02,770,=D64 - D63
64,Optimal,196.48,808,=D65 - D64
65,Optimal,206.50,846,=D66 - D65
66,Optimal,225.05,884,=D67 - D66
67,Optimal,157.28,922,=D68 - D67
68,Optimal,58.50,960,=D69 - D68
69,Optimal,51.94,1006,=D70 - D69
70,Optimal,64.75,1052,=D71 - D70
71,Optimal,69.30,1098,=D72 - D71
72,Optimal,50.09,1144,=D73 - D72
73,Optimal,53.33,1190,=D74 - D73
74,Optimal,37.28,1236,=D75 - D74
75,Optimal,43.70,1282,=D76 - D75
76,Optimal,36.00,1328,=D77 - D76
77,Optimal,32.67,1374,=D78 - D77
78,Optimal,29.41,1420,=D79 - D78
79,Optimal,17.81,1466,=D80 - D79
80,Optimal,11.94,1512,=D81 - D80
81,Optimal,13.89,1642,=D82 - D81
82,Optimal,10.28,1772,=D83 - D82
83,Optimal,12.95,1918,=D84 - D83
