N,Optimal/Feasible,Time,Risk,Marginal
1,Optimal,0.00,0
2,Optimal,0.00,0,=D3 - D2
3,Optimal,0.02,0,=D4 - D3
4,Optimal,0.02,0,=D5 - D4
5,Optimal,0.00,0,=D6 - D5
6,Optimal,0.09,0,=D7 - D6
7,Optimal,0.02,0,=D8 - D7
8,Optimal,0.00,0,=D9 - D8
9,Optimal,0.02,0,=D10 - D9
10,Optimal,0.09,0,=D11 - D10
11,Optimal,0.31,8,=D12 - D11
12,Optimal,331.30,16,=D13 - D12
13,Optimal,235.31,24,=D14 - D13
14,Optimal,201.91,32,=D15 - D14
15,Optimal,203.39,40,=D16 - D15
16,Optimal,189.09,48,=D17 - D16
17,Optimal,163.61,56,=D18 - D17
18,Optimal,195.95,64,=D19 - D18
19,Optimal,98.81,72,=D20 - D19
20,Optimal,102.19,80,=D21 - D20
21,Optimal,78.73,102,=D22 - D21
22,Optimal,135.50,124,=D23 - D22
23,Optimal,51.44,146,=D24 - D23
24,Optimal,46.23,168,=D25 - D24
25,Optimal,54.06,190,=D26 - D25
26,Optimal,53.80,212,=D27 - D26
27,Optimal,59.47,234,=D28 - D27
28,Optimal,50.23,256,=D29 - D28
29,Optimal,23.16,278,=D30 - D29
30,Optimal,18.92,300,=D31 - D30
31,Optimal,19.08,330,=D32 - D31
32,Optimal,21.19,360,=D33 - D32
33,Optimal,14.52,390,=D34 - D33
34,Optimal,23.20,420,=D35 - D34
35,Optimal,16.31,450,=D36 - D35
36,Optimal,13.78,480,=D37 - D36
37,Optimal,7.66,510,=D38 - D37
38,Optimal,1.20,540,=D39 - D38
39,Optimal,1.02,672,=D40 - D39
40,Optimal,1.64,818,=D41 - D40
41,Optimal,0.84,978,=D42 - D41
42,Optimal,1.02,1154,=D43 - D42
43,Optimal,2.17,1418,=D44 - D43
44,Optimal,4.69,1702,=D45 - D44
45,Optimal,7.70,1994,=D46 - D45
46,Optimal,19.53,2286,=D47 - D46
47,Optimal,9.28,2578,=D48 - D47
48,Optimal,13.41,2870,=D49 - D48
49,Optimal,17.31,3162,=D50 - D49
50,Optimal,12.63,3454,=D51 - D50
51,Optimal,16.02,3746,=D52 - D51
52,Optimal,14.88,4038,=D53 - D52
53,Optimal,13.52,4336,=D54 - D53
54,Optimal,17.63,4636,=D55 - D54
55,Optimal,43.81,4936,=D56 - D55
56,Optimal,25.50,5236,=D57 - D56
57,Optimal,37.06,5536,=D58 - D57
58,Optimal,31.88,5836,=D59 - D58
59,Optimal,38.48,6136,=D60 - D59
60,Optimal,34.02,6436,=D61 - D60
61,Optimal,13.81,6736,=D62 - D61
62,Optimal,33.16,7050,=D63 - D62
63,Optimal,35.63,7364,=D64 - D63
64,Optimal,49.08,7678,=D65 - D64
65,Optimal,35.03,7992,=D66 - D65
66,Optimal,36.63,8306,=D67 - D66
67,Optimal,34.42,8620,=D68 - D67
68,Optimal,14.17,8934,=D69 - D68
69,Optimal,0.16,9248,=D70 - D69
70,Optimal,0.02,9570,=D71 - D70
71,Optimal,0.09,9892,=D72 - D71
72,Optimal,0.08,10214,=D73 - D72
73,Optimal,0.09,10536,=D74 - D73
74,Optimal,0.08,10858,=D75 - D74
75,Optimal,0.09,11180,=D76 - D75
76,Optimal,0.00,11502,=D77 - D76
