N,Optimal/Feasible,Time,Risk,Marginal
1,Optimal,0.00,0
2,Optimal,0.03,0,=D3 - D2
3,Optimal,0.11,0,=D4 - D3
4,Optimal,0.03,0,=D5 - D4
5,Optimal,0.09,0,=D6 - D5
6,Optimal,0.09,0,=D7 - D6
7,Optimal,0.08,0,=D8 - D7
8,Optimal,0.03,0,=D9 - D8
9,Optimal,0.03,0,=D10 - D9
10,Optimal,0.03,0,=D11 - D10
11,Optimal,0.09,0,=D12 - D11
12,Optimal,0.11,0,=D13 - D12
13,Optimal,0.03,0,=D14 - D13
14,Optimal,0.03,0,=D15 - D14
15,Optimal,0.05,0,=D16 - D15
16,Optimal,0.09,0,=D17 - D16
17,Optimal,0.08,0,=D18 - D17
18,Optimal,0.05,0,=D19 - D18
19,Optimal,0.03,0,=D20 - D19
20,Optimal,0.03,0,=D21 - D20
21,Optimal,0.02,0,=D22 - D21
22,Optimal,0.03,0,=D23 - D22
23,Optimal,0.05,0,=D24 - D23
24,Optimal,0.03,0,=D25 - D24
25,Optimal,13.45,14,=D26 - D25
26,Optimal,2641.92,28,=D27 - D26
27,Optimal,10982.58,42,=D28 - D27
28,Optimal,1332.81,56,=D29 - D28
29,Optimal,2063.86,70,=D30 - D29
30,Optimal,6155.23,84,=D31 - D30
31,Optimal,3462.23,98,=D32 - D31
32,Optimal,2668.41,112,=D33 - D32
33,Optimal,3366.61,126,=D34 - D33
34,Optimal,3835.80,140,=D35 - D34
35,Optimal,1691.13,154,=D36 - D35
36,Optimal,1980.81,168,=D37 - D36
37,Optimal,3083.02,190,=D38 - D37
38,Optimal,249.70,212,=D39 - D38
39,Optimal,313.81,234,=D40 - D39
40,Optimal,269.52,256,=D41 - D40
41,Optimal,266.66,278,=D42 - D41
42,Optimal,171.11,300,=D43 - D42
43,Optimal,483.06,322,=D44 - D43
44,Optimal,172.52,344,=D45 - D44
45,Optimal,182.05,366,=D46 - D45
46,Optimal,178.00,388,=D47 - D46
47,Optimal,149.80,410,=D48 - D47
48,Optimal,103.61,432,=D49 - D48
49,Optimal,187.66,470,=D50 - D49
50,Optimal,162.70,508,=D51 - D50
51,Optimal,197.86,546,=D52 - D51
52,Optimal,393.84,584,=D53 - D52
53,Optimal,232.59,622,=D54 - D53
