N,Optimal/Feasible,Time,Risk,Marginal
1,Optimal,0.00,0
2,Optimal,0.06,0,=D3 - D2
3,Optimal,0.06,0,=D4 - D3
4,Optimal,0.06,0,=D5 - D4
5,Optimal,0.06,0,=D6 - D5
6,Optimal,0.11,0,=D7 - D6
7,Optimal,0.06,0,=D8 - D7
8,Optimal,0.05,0,=D9 - D8
9,Optimal,0.13,0,=D10 - D9
10,Optimal,0.11,0,=D11 - D10
11,Optimal,0.11,0,=D12 - D11
12,Optimal,0.05,0,=D13 - D12
13,Optimal,0.05,0,=D14 - D13
14,Optimal,0.11,0,=D15 - D14
15,Optimal,0.05,0,=D16 - D15
16,Optimal,0.09,0,=D17 - D16
17,Optimal,0.11,0,=D18 - D17
18,Optimal,0.13,0,=D19 - D18
19,Optimal,0.06,0,=D20 - D19
20,Optimal,0.11,0,=D21 - D20
21,Optimal,0.06,0,=D22 - D21
22,Optimal,0.06,0,=D23 - D22
23,Optimal,0.13,0,=D24 - D23
24,Optimal,0.06,0,=D25 - D24
25,Optimal,0.05,0,=D26 - D25
26,Optimal,0.06,0,=D27 - D26
27,Optimal,0.06,0,=D28 - D27
28,Optimal,0.03,0,=D29 - D28
29,Optimal,0.06,0,=D30 - D29
30,Optimal,0.09,0,=D31 - D30
31,Optimal,0.11,0,=D32 - D31
32,Optimal,0.05,0,=D33 - D32
33,Optimal,0.06,0,=D34 - D33
34,Optimal,0.09,0,=D35 - D34
35,Optimal,0.05,0,=D36 - D35
36,Optimal,0.20,0,=D37 - D36
37,Optimal,41.83,14,=D38 - D37
38,Feasible,21600.69,28,=D39 - D38
39,Feasible,21600.20,42,=D40 - D39
40,Feasible,21600.22,56,=D41 - D40
41,Feasible,21600.23,70,=D42 - D41
42,Feasible,21600.34,84,=D43 - D42
43,Feasible,21600.27,98,=D44 - D43
44,Feasible,21600.19,112,=D45 - D44
45,Feasible,21600.41,126,=D46 - D45
46,Feasible,21600.36,140,=D47 - D46
47,Feasible,21602.97,154,=D48 - D47
48,Feasible,21608.27,168,=D49 - D48
49,Feasible,21610.61,182,=D50 - D49
50,Feasible,21601.97,196,=D51 - D50
51,Optimal,377.52,210,=D52 - D51
52,Optimal,259.38,224,=D53 - D52
53,Optimal,286.09,238,=D54 - D53
54,Optimal,315.94,254,=D55 - D54
55,Optimal,454.23,276,=D56 - D55
56,Optimal,359.53,298,=D57 - D56
57,Optimal,531.39,320,=D58 - D57
58,Optimal,376.84,342,=D59 - D58
59,Optimal,2223.67,364,=D60 - D59
60,Optimal,1436.27,386,=D61 - D60
61,Optimal,792.80,408,=D62 - D61
62,Optimal,373.38,430,=D63 - D62
63,Optimal,862.36,452,=D64 - D63
64,Optimal,1150.28,474,=D65 - D64
65,Optimal,718.47,496,=D66 - D65
66,Optimal,434.06,518,=D67 - D66
67,Optimal,598.81,548,=D68 - D67
68,Optimal,1519.23,576,=D69 - D68
69,Optimal,464.64,598,=D70 - D69
70,Optimal,433.56,620,=D71 - D70
71,Optimal,263.48,642,=D72 - D71
72,Optimal,208.42,672,=D73 - D72
73,Optimal,242.91,710,=D74 - D73
74,Optimal,184.34,748,=D75 - D74
75,Optimal,419.47,786,=D76 - D75
76,Optimal,180.47,824,=D77 - D76
77,Optimal,206.17,862,=D78 - D77
78,Optimal,240.75,900,=D79 - D78
79,Optimal,338.95,938,=D80 - D79
80,Optimal,299.95,976,=D81 - D80
81,Optimal,350.98,1014,=D82 - D81
82,Optimal,342.69,1052,=D83 - D82
83,Optimal,389.72,1090,=D84 - D83
84,Optimal,931.69,1128,=D85 - D84
85,Optimal,308.52,1166,=D86 - D85
86,Optimal,84.31,1204,=D87 - D86
87,Optimal,136.69,1250,=D88 - D87
88,Optimal,108.91,1296,=D89 - D88
89,Optimal,79.34,1342,=D90 - D89
90,Optimal,72.22,1388,=D91 - D90
91,Optimal,84.73,1434,=D92 - D91
92,Optimal,73.86,1480,=D93 - D92
93,Optimal,64.92,1526,=D94 - D93
94,Optimal,63.02,1572,=D95 - D94
95,Optimal,55.77,1618,=D96 - D95
96,Optimal,49.47,1664,=D97 - D96
97,Optimal,48.23,1710,=D98 - D97
98,Optimal,31.19,1756,=D99 - D98
99,Optimal,20.11,1802,=D100 - D99
100,Optimal,14.00,1848,=D101 - D100
101,Optimal,13.19,1994,=D102 - D101
102,Optimal,10.81,2164,=D103 - D102
103,Optimal,10.16,2340,=D104 - D103
104,Optimal,10.73,2516,=D105 - D104
105,Optimal,9.56,2692,=D106 - D105
106,Optimal,7.77,2880,=D107 - D106
107,Optimal,7.97,3140,=D108 - D107
108,Optimal,9.06,3400,=D109 - D108
109,Optimal,9.20,3660,=D110 - D109
110,Optimal,7.97,3920,=D111 - D110
111,Optimal,10.77,4210,=D112 - D111
112,Optimal,17.52,4500,=D113 - D112
113,Optimal,14.44,4792,=D114 - D113
114,Optimal,15.16,5084,=D115 - D114
115,Optimal,15.11,5376,=D116 - D115
116,Optimal,15.44,5668,=D117 - D116
117,Optimal,12.94,5960,=D118 - D117
118,Optimal,14.86,6252,=D119 - D118
119,Optimal,14.56,6544,=D120 - D119
120,Optimal,15.08,6836,=D121 - D120
121,Optimal,13.25,7128,=D122 - D121
122,Optimal,15.31,7420,=D123 - D122
123,Optimal,14.44,7712,=D124 - D123
124,Optimal,14.91,8004,=D125 - D124
125,Optimal,14.56,8296,=D126 - D125
126,Optimal,13.94,8588,=D127 - D126
127,Optimal,13.00,8880,=D128 - D127
128,Optimal,12.45,9172,=D129 - D128
129,Optimal,14.44,9464,=D130 - D129
130,Optimal,13.13,9756,=D131 - D130
131,Optimal,11.14,10048,=D132 - D131
132,Optimal,15.47,10340,=D133 - D132
133,Optimal,15.50,10632,=D134 - D133
134,Optimal,11.84,10924,=D135 - D134
135,Optimal,13.00,11216,=D136 - D135
136,Optimal,11.95,11508,=D137 - D136
137,Optimal,9.17,11806,=D138 - D137
138,Optimal,6.95,12104,=D139 - D138
139,Optimal,8.47,12420,=D140 - D139
140,Optimal,7.05,12740,=D141 - D140
141,Optimal,12.58,13068,=D142 - D141
142,Optimal,10.55,13402,=D143 - D142
143,Optimal,11.63,13736,=D144 - D143
144,Optimal,15.06,14070,=D145 - D144
145,Optimal,14.44,14404,=D146 - D145
146,Optimal,16.41,14738,=D147 - D146
147,Optimal,18.09,15072,=D148 - D147
148,Optimal,16.94,15406,=D149 - D148
149,Optimal,16.67,15740,=D150 - D149
150,Optimal,16.88,16074,=D151 - D150
151,Optimal,14.98,16408,=D152 - D151
152,Optimal,14.13,16742,=D153 - D152
153,Optimal,17.17,17076,=D154 - D153
154,Optimal,16.66,17410,=D155 - D154
155,Optimal,16.48,17752,=D156 - D155
156,Optimal,17.95,18094,=D157 - D156
157,Optimal,17.77,18436,=D158 - D157
158,Optimal,17.59,18778,=D159 - D158
159,Optimal,22.25,19120,=D160 - D159
160,Optimal,20.09,19462,=D161 - D160
161,Optimal,23.56,19804,=D162 - D161
162,Optimal,17.33,20146,=D163 - D162
163,Optimal,14.36,20488,=D164 - D163
164,Optimal,17.73,20830,=D165 - D164
165,Optimal,10.84,21172,=D166 - D165
166,Optimal,8.86,21514,=D167 - D166
167,Optimal,7.06,21860,=D168 - D167
168,Optimal,5.98,22214,=D169 - D168
169,Optimal,8.19,22576,=D170 - D169
170,Optimal,7.08,22938,=D171 - D170
171,Optimal,10.42,23300,=D172 - D171
172,Optimal,6.89,23662,=D173 - D172
173,Optimal,6.53,24024,=D174 - D173
174,Optimal,14.59,24386,=D175 - D174
175,Optimal,4.19,24748,=D176 - D175
176,Optimal,11.16,25110,=D177 - D176
177,Optimal,9.47,25472,=D178 - D177
178,Optimal,11.28,25834,=D179 - D178
179,Optimal,4.22,26196,=D180 - D179
180,Optimal,0.22,26558,=D181 - D180
181,Optimal,0.28,26928,=D182 - D181
182,Optimal,0.28,27298,=D183 - D182
183,Optimal,0.61,27668,=D184 - D183
184,Optimal,0.14,28038,=D185 - D184
185,Optimal,0.11,28408,=D186 - D185
186,Optimal,0.14,28778,=D187 - D186
187,Optimal,0.13,29148,=D188 - D187
188,Optimal,0.17,29518,=D189 - D188
189,Optimal,0.17,29888,=D190 - D189
190,Optimal,0.16,30258,=D191 - D190
191,Optimal,0.02,30628,=D192 - D191
